2,3180
3,3180
4,3273
2,3461
4,3555
5,3555
1,3648
6,3742
2,3836
4,3930
5,3930
2,4023
3,4023
6,4211
2,4305
3,4305
4,4492
5,4492
2,4680
6,5242
5,5430
4,5617
2,5805
3,5992
5,7117
5,7305
4,7492
5,7680
6,7867
5,8242
1,8617
2,8805
3,8992
4,9180
5,9367
4,9742
3,10117
1,10305
2,10680
6,11242
5,11430
4,11617
2,11805
3,11992
2,13117
3,13305
4,13492
5,13680
6,13867
5,14242
1,14617
2,14805
3,14992
4,15180
5,15367
6,15742
5,16117
3,16680
6,17280
5,17430
4,17430
3,17617
2,17805
3,17992
3,18555
4,18930
5,18930
6,19117
6,19305
5,19492
4,19680
6,19867
5,20055
4,20101
4,20430
5,20430
3,20805
4,20992
3,21273
4,21367
3,21555
4,21742
3,21930
2,21930
5,22117
4,22164
2,22305
3,22351
5,22492
4,22539
1,22680
6,23242
5,23430
4,23430
3,23617
2,23805
3,23992
3,24555
4,24930
5,24930
2,25117
3,25305
4,25492
5,25680
6,25867
5,26055
4,26101
4,26430
5,26430
1,26617
2,26805
3,26992
4,27180
6,27367
5,27414
4,27461
3,27555
4,27742
2,27930
3,27930
6,28117
1,28211
5,28398
2,28492
4,28680
5,28680
5,29055
4,29148
3,29242
4,29336
2,29430
4,29617
2,29805
3,29805
4,29992
2,30180
3,30273
4,30367
3,30461
5,30555
4,30648
3,30742
4,30836
2,30930
1,30930
6,31117
5,31117
3,31305
2,31305
4,31492
5,31492
2,31680
3,31680
3,32055
4,32055
4,32430
5,32430
3,32711
5,32805
4,32898
3,32992
2,33180
4,33180
5,33180
5,33555
2,33555
3,33555
1,33930
2,34055
3,34180
6,34305
5,34430
4,34555
2,34680
3,34680
4,35055
3,35148
2,35242
1,35336
5,35430
4,35523
3,35617
2,35711
6,35805
5,35898
4,35992
3,36086
1,36180
2,36273
3,36367
4,36461
2,36555
3,36648
4,36742
5,36836
3,36930
4,37023
5,37117
6,37211
1,37305
2,37398
3,37492
4,37586
2,37680
3,37680
3,38055
4,38055
5,38430
4,38430
6,39180
5,39273
6,39367
5,39461
4,39555
3,39648
4,39742
3,39836
2,39930
1,40023
2,40117
1,40211
5,40305
4,40305
3,40398
4,40492
5,40492
2,40680
3,40680
2,40867
3,40867
4,41055
6,41055
5,41055
4,41242
5,41242
2,41430
3,41430
2,41617
3,41617
1,41617
4,41805
5,41805
4,41992
